farmer_id,region,primary_crop,farm_size_ha,years_experience,household_size,mobile_money,market_access,irrigation,education_level,prev_loan,has_secondary_crop,yield_stability,income_est_usd,loan_amount_usd,repay_probability,loan_repaid
GH02295,Greater Accra,Cassava,1.11,10,8,0,1,0,0,0,1,0.785,639,525,0.7294,1
GH02296,Northern,Rice,1.25,23,11,1,0,0,2,0,0,0.642,1233,1530,0.3326,0
GH02297,Volta,Maize,2.46,36,6,0,1,0,2,0,1,0.714,661,329,0.7865,1
GH02298,Upper West,Rice,0.69,38,6,1,1,0,1,0,1,0.654,420,378,0.5538,1
GH02299,Eastern,Cassava,2.76,18,6,1,1,0,2,0,1,0.827,1389,545,0.8094,1
GH02300,Upper East,Yam,1.39,29,5,1,1,0,2,1,1,0.489,937,912,0.8698,1
GH02301,Northern,Yam,3.25,2,6,0,0,1,0,0,1,0.465,2580,1297,0.2422,0
GH02302,Greater Accra,Cassava,3.57,10,7,1,1,0,2,0,1,0.781,2481,3603,0.8387,1
GH02303,Brong-Ahafo,Maize,0.56,14,10,1,1,0,1,1,1,0.791,121,117,0.7993,1
GH02304,Greater Accra,Cassava,1.21,33,6,1,1,0,3,0,1,0.924,486,455,0.8169,1
GH02305,Brong-Ahafo,Rice,1.0,29,9,1,1,0,2,0,1,0.829,918,1347,0.6426,1
GH02306,Volta,Yam,0.51,32,9,1,1,0,0,1,1,0.817,603,542,0.8418,1
GH02307,Central,Plantain,0.88,9,6,1,1,1,1,0,0,0.937,296,329,0.8192,1
GH02308,Western,Plantain,10.06,9,5,1,1,0,2,0,1,0.883,5323,1895,0.7954,1
GH02309,Northern,Maize,2.79,35,7,0,0,0,0,0,0,0.759,689,792,0.3002,1
GH02310,Northern,Rice,6.97,24,5,1,0,0,3,0,1,0.658,6019,2559,0.7694,1
GH02311,Northern,Yam,3.26,11,3,1,1,0,0,0,1,0.795,3087,3816,0.8311,0
GH02312,Brong-Ahafo,Cassava,1.08,38,5,1,1,0,0,0,1,0.73,412,557,0.8622,1
GH02313,Eastern,Maize,1.39,26,13,1,0,0,0,0,1,0.713,349,237,0.7701,1
GH02314,Ashanti,Cassava,2.75,34,2,1,1,0,2,0,1,0.8,1624,2198,0.7803,1
GH02315,Northern,Yam,2.48,5,7,0,0,1,1,0,1,0.632,3472,3052,0.267,0
GH02316,Eastern,Plantain,1.22,8,8,0,1,1,0,0,1,0.799,663,654,0.7133,1
GH02317,Upper West,Yam,0.63,34,7,1,0,0,2,0,0,0.653,585,464,0.4858,0
GH02318,Brong-Ahafo,Cassava,18.2,3,6,0,0,0,1,0,1,0.772,7301,6365,0.7194,1
GH02319,Brong-Ahafo,Maize,1.65,33,7,1,0,0,1,0,1,0.681,443,616,0.4899,1
GH02320,Eastern,Maize,1.45,6,5,1,1,0,0,0,0,0.733,372,534,0.4657,0
GH02321,Western,Plantain,1.97,18,3,0,1,0,3,0,1,0.947,1054,880,0.7604,1
GH02322,Upper East,Yam,1.54,13,11,1,1,0,2,1,1,0.61,1534,1407,0.7435,1
GH02323,Eastern,Plantain,1.99,13,5,1,0,0,2,0,1,0.691,1099,483,0.6991,1
GH02324,Northern,Yam,4.49,36,7,0,0,0,0,0,1,0.756,4200,2901,0.5166,1
GH02325,Ashanti,Plantain,1.67,22,6,1,0,0,2,0,1,0.86,1129,1034,0.4042,1
GH02326,Western,Cassava,0.81,22,3,1,1,0,2,0,0,0.891,475,258,0.9624,1
GH02327,Upper East,Maize,1.63,3,10,0,1,1,1,0,0,0.639,388,385,0.4914,0
GH02328,Central,Plantain,1.32,22,8,0,1,1,1,0,1,0.928,798,896,0.9495,1
GH02329,Northern,Maize,4.94,16,3,0,0,0,2,0,1,0.541,1054,1138,0.4403,0
GH02330,Ashanti,Cassava,4.14,12,12,1,0,0,0,0,1,0.729,1802,1497,0.3846,0
GH02331,Western,Plantain,1.96,11,7,1,1,0,2,1,1,1.0,830,1015,0.8252,1
GH02332,Brong-Ahafo,Maize,0.74,19,6,1,0,0,1,1,0,0.674,260,178,0.7452,0
GH02333,Upper East,Maize,0.77,24,6,1,1,0,2,0,1,0.595,206,178,0.7712,1
GH02334,Brong-Ahafo,Cassava,1.84,32,3,1,0,0,1,0,1,0.911,845,527,0.7579,0
GH02335,Upper East,Rice,2.31,27,6,0,0,0,1,0,1,0.55,1933,1980,0.418,1
GH02336,Upper West,Yam,1.4,3,3,1,1,0,2,0,0,0.581,1564,1296,0.589,1
GH02337,Upper East,Rice,1.3,40,6,1,1,0,3,0,1,0.659,1388,778,0.7755,1
GH02338,Northern,Maize,1.2,8,6,1,0,0,3,0,0,0.632,233,156,0.6426,1
GH02339,Volta,Yam,1.79,25,9,0,1,0,1,1,0,0.79,2260,1436,0.7807,0
GH02340,Ashanti,Maize,0.34,40,7,0,0,0,0,0,1,0.759,55,100,0.4056,1
GH02341,Central,Cassava,0.84,33,4,0,0,0,2,1,1,0.798,521,483,0.4862,0
GH02342,Brong-Ahafo,Yam,1.17,27,9,1,0,0,1,1,1,0.723,1454,1575,0.5287,1
GH02343,Western,Cocoa,4.24,24,6,1,0,0,2,0,1,0.956,3719,5287,0.696,1
GH02344,Eastern,Cocoa,1.03,15,6,1,1,0,2,0,0,0.811,809,420,0.728,1
GH02345,Upper East,Rice,2.07,30,4,0,1,0,2,1,0,0.619,1320,1880,0.658,0
GH02346,Upper East,Yam,2.14,26,9,1,0,0,2,0,1,0.507,2479,2349,0.6285,0
GH02347,Brong-Ahafo,Cassava,4.52,32,10,1,0,0,0,0,1,0.943,1866,2477,0.6908,1
GH02348,Brong-Ahafo,Rice,4.41,3,8,1,0,0,2,1,0,0.776,2901,1455,0.802,0
GH02349,Central,Maize,1.75,3,10,1,0,0,2,0,0,0.817,441,277,0.573,1
GH02350,Eastern,Cocoa,1.31,24,5,1,1,0,2,0,0,0.909,857,457,0.765,0
GH02351,Brong-Ahafo,Rice,1.14,12,9,1,1,0,0,0,0,0.712,968,1049,0.3683,1
GH02352,Ashanti,Plantain,1.54,30,6,1,0,0,1,1,1,0.92,668,313,0.815,0
GH02353,Volta,Maize,1.34,36,4,1,1,0,3,1,1,0.609,396,495,0.8926,1
GH02354,Western,Cassava,2.68,10,7,1,0,0,2,0,1,0.791,1021,613,0.5186,0
GH02355,Central,Plantain,2.45,33,7,0,1,0,3,0,0,0.786,1244,755,0.5266,0
GH02356,Central,Plantain,2.76,31,4,1,1,0,2,1,1,0.7,1315,838,0.925,1
GH02357,Ashanti,Plantain,4.4,16,2,0,1,0,3,0,0,0.783,2667,3189,0.5251,1
GH02358,Upper East,Rice,6.71,15,4,1,0,0,1,1,0,0.581,6647,9366,0.6129,1
GH02359,Volta,Yam,1.99,18,5,1,0,0,0,0,1,0.663,1938,2692,0.5689,0
GH02360,Brong-Ahafo,Maize,3.93,23,4,1,1,0,2,1,0,0.631,663,279,0.8298,1
GH02361,Brong-Ahafo,Cassava,1.42,31,4,0,1,0,2,0,1,0.783,526,323,0.59,1
GH02362,Upper West,Maize,4.18,18,5,1,0,0,2,0,1,0.584,1421,1573,0.5599,0
GH02363,Northern,Yam,3.83,17,11,1,1,0,2,0,0,0.614,3750,3908,0.4745,1
GH02364,Ashanti,Plantain,3.69,9,8,1,1,0,3,0,0,0.724,2510,1807,0.6979,1
GH02365,Northern,Maize,1.95,40,5,1,1,0,0,1,0,0.583,638,852,0.8091,1
GH02366,Central,Maize,1.14,32,10,1,1,0,2,0,0,0.737,332,152,0.8214,1
GH02367,Eastern,Maize,0.69,13,7,1,1,0,0,0,0,0.772,196,209,0.8061,1
GH02368,Upper West,Yam,1.77,34,5,1,1,0,0,0,1,0.565,1374,862,0.673,1
GH02369,Upper West,Rice,5.33,13,6,1,0,0,1,0,0,0.607,3772,3518,0.4259,1
GH02370,Eastern,Maize,1.47,26,5,0,1,0,2,0,1,0.66,442,338,0.8141,1
GH02371,Western,Cassava,3.16,39,4,1,1,0,2,0,1,0.728,1545,2280,0.8801,0
GH02372,Eastern,Plantain,3.29,19,5,1,0,0,3,1,0,0.87,1813,1603,0.8526,1
GH02373,Upper West,Yam,1.49,20,6,0,1,0,0,0,0,0.671,1811,2665,0.7482,0
GH02374,Greater Accra,Maize,4.58,4,6,1,1,0,1,1,1,0.784,1225,742,0.7129,1
GH02375,Volta,Yam,0.3,36,8,1,1,0,0,0,1,0.752,276,337,0.8354,1
GH02376,Volta,Cassava,0.77,6,5,1,0,0,0,0,0,0.744,332,385,0.3618,0
GH02377,Ashanti,Cocoa,0.96,36,7,0,0,0,1,1,1,0.923,790,1041,0.8546,1
GH02378,Western,Plantain,1.03,28,6,1,1,0,1,0,0,0.834,597,676,0.5806,0
GH02379,Volta,Yam,2.31,38,11,0,0,0,1,0,0,0.71,3347,3745,0.5926,0
GH02380,Upper West,Yam,2.23,22,5,1,1,0,0,0,0,0.687,2327,2543,0.5492,0
GH02381,Brong-Ahafo,Yam,2.4,17,9,1,1,0,2,0,1,0.688,2372,3515,0.7878,1
GH02382,Upper West,Rice,2.77,29,8,0,0,0,3,0,1,0.623,2453,1407,0.6855,1
GH02383,Volta,Maize,0.94,26,7,0,1,0,2,1,1,0.646,246,100,0.6454,1
GH02384,Central,Plantain,0.78,34,7,1,1,0,2,1,0,0.903,324,361,0.6921,1
GH02385,Western,Plantain,2.4,18,3,0,1,0,2,0,1,0.915,1231,624,0.6979,1
GH02386,Ashanti,Cassava,1.17,31,10,1,1,0,1,0,0,0.712,670,747,0.6421,0
GH02387,Brong-Ahafo,Cassava,0.61,5,3,0,0,0,2,0,0,0.664,354,242,0.2067,1
GH02388,Northern,Maize,3.6,3,6,0,1,1,2,1,1,0.638,1088,383,0.4445,0
GH02389,Northern,Maize,4.84,10,5,1,1,0,1,0,0,0.77,1629,1993,0.7981,1
GH02390,Upper East,Yam,5.42,32,5,1,0,0,3,0,1,0.656,6032,2183,0.8417,1
GH02391,Ashanti,Maize,2.08,26,6,1,1,0,1,0,1,0.748,608,346,0.7016,1
GH02392,Western,Cassava,2.82,38,9,1,1,0,0,0,1,0.772,1106,778,0.761,1
GH02393,Ashanti,Cassava,4.75,37,5,1,1,0,2,1,1,0.718,2616,1202,0.924,1
GH02394,Brong-Ahafo,Yam,1.16,6,12,0,1,0,2,0,0,0.807,1129,1576,0.6192,0
GH02395,Ashanti,Maize,3.96,25,6,1,1,0,2,0,0,0.839,852,891,0.9047,0
GH02396,Northern,Maize,2.21,25,4,1,0,0,1,1,0,0.565,675,912,0.6817,0
GH02397,Western,Cocoa,3.45,30,4,0,1,0,2,0,0,0.84,2687,3005,0.5543,1
GH02398,Upper East,Rice,2.08,32,7,1,1,0,1,0,0,0.589,1828,2724,0.7466,1
GH02399,Volta,Maize,4.51,38,3,1,1,0,3,0,0,0.875,1391,1294,0.7704,1
GH02400,Ashanti,Maize,2.13,20,6,1,0,0,2,0,0,0.77,606,221,0.5739,0
GH02401,Northern,Rice,0.64,24,3,1,0,1,2,0,1,0.557,493,243,0.801,1
GH02402,Eastern,Cocoa,5.03,36,5,1,1,0,1,1,0,0.742,4806,4835,0.7487,1
GH02403,Greater Accra,Maize,0.94,7,7,0,1,0,1,1,0,0.742,269,193,0.5989,1
GH02404,Ashanti,Cocoa,4.38,7,5,1,1,0,1,0,1,0.936,1519,661,0.6191,1
GH02405,Upper East,Maize,1.71,38,4,0,1,0,2,0,1,0.606,244,143,0.5269,0
GH02406,Northern,Yam,4.15,31,4,0,0,1,0,1,0,0.607,5191,4513,0.5242,1
GH02407,Upper West,Rice,4.03,2,5,1,0,0,2,0,0,0.376,2067,1905,0.6102,1
GH02408,Greater Accra,Cassava,2.46,9,3,1,1,0,1,0,1,0.797,1151,1636,0.7571,1
GH02409,Brong-Ahafo,Maize,2.6,29,6,1,1,0,2,0,1,0.758,546,223,0.9505,1
GH02410,Upper East,Maize,2.45,26,6,0,0,1,0,0,1,0.593,639,466,0.6498,0
GH02411,Brong-Ahafo,Maize,0.45,34,3,1,0,1,1,0,1,0.757,135,122,0.8508,1
GH02412,Volta,Yam,1.98,39,5,1,0,0,2,0,1,0.642,1731,755,0.5385,1
GH02413,Northern,Maize,0.83,15,5,1,1,0,2,0,1,0.629,193,217,0.6705,0
GH02414,Brong-Ahafo,Maize,2.05,12,5,0,0,0,2,1,1,0.652,652,599,0.3906,0
GH02415,Western,Cocoa,0.82,3,6,1,1,0,2,0,1,0.86,883,752,0.6955,0
GH02416,Northern,Yam,0.79,31,5,0,1,1,2,0,0,0.574,882,959,0.5862,1
GH02417,Ashanti,Plantain,5.6,31,5,1,1,0,0,0,1,0.911,2306,1488,0.8243,1
GH02418,Northern,Rice,3.85,5,8,1,0,0,1,0,0,0.662,3662,2590,0.5494,0
GH02419,Brong-Ahafo,Cassava,1.82,14,4,0,1,0,2,0,0,0.769,1289,638,0.5444,1
GH02420,Upper West,Rice,2.07,8,6,0,0,0,3,0,0,0.72,2033,1888,0.4976,1
GH02421,Upper West,Rice,1.53,39,6,0,0,0,2,0,1,0.58,857,640,0.3039,0
GH02422,Western,Plantain,2.72,4,5,1,1,0,1,1,1,0.737,1516,928,0.8257,1
GH02423,Northern,Maize,1.14,10,7,0,0,0,0,1,0,0.699,287,129,0.3304,0
GH02424,Eastern,Maize,3.65,15,6,1,1,0,2,0,0,0.785,1024,336,0.7463,0
GH02425,Upper West,Rice,1.53,12,6,1,0,0,1,0,0,0.585,1147,610,0.5473,0
GH02426,Brong-Ahafo,Rice,1.36,38,7,1,1,0,2,0,1,0.699,1265,755,0.6263,1
GH02427,Northern,Yam,1.85,15,8,1,0,0,1,0,1,0.676,1733,1529,0.7311,0
GH02428,Northern,Maize,1.2,20,11,1,0,0,1,0,1,0.68,427,252,0.4972,1
GH02429,Ashanti,Maize,2.29,9,7,1,1,0,0,1,1,0.704,635,814,0.9052,1
GH02430,Eastern,Cocoa,1.25,8,9,1,1,0,0,0,1,0.88,843,733,0.7066,1
GH02431,Volta,Maize,2.53,8,2,1,0,0,1,1,1,0.75,782,820,0.8293,1
GH02432,Volta,Cassava,4.27,4,6,1,0,0,1,0,1,0.714,2402,1320,0.5671,1
GH02433,Ashanti,Cassava,1.1,4,4,1,1,1,2,0,0,0.815,647,517,0.7819,1
GH02434,Ashanti,Cocoa,1.66,19,3,1,1,0,2,0,0,0.791,1140,1167,0.7459,1
GH02435,Brong-Ahafo,Rice,2.52,34,6,0,0,0,0,0,1,0.849,2586,1741,0.533,1
GH02436,Volta,Yam,1.34,38,7,0,1,0,2,0,0,0.698,1618,1138,0.6047,1
GH02437,Brong-Ahafo,Yam,2.52,29,5,1,1,0,3,0,0,0.871,2534,3215,0.812,1
GH02438,Upper East,Rice,2.69,37,7,1,1,0,1,0,1,0.596,2537,3310,0.7954,1
GH02439,Ashanti,Plantain,3.89,17,6,0,1,0,2,0,1,0.685,1857,1745,0.6883,0
GH02440,Northern,Rice,1.19,16,5,1,1,0,2,0,1,0.461,1074,1477,0.7201,1
GH02441,Central,Maize,0.94,30,5,1,1,1,1,0,0,0.773,304,360,0.6256,1
GH02442,Upper West,Rice,1.47,19,5,0,0,0,0,1,1,0.717,1250,458,0.651,1
GH02443,Brong-Ahafo,Maize,0.93,20,5,1,1,0,0,0,1,0.828,216,210,0.6467,1
GH02444,Northern,Maize,2.71,30,7,1,1,0,0,0,1,0.628,573,652,0.476,1
GH02445,Brong-Ahafo,Maize,0.81,7,3,1,1,0,2,0,0,0.671,238,226,0.8438,1
GH02446,Upper East,Maize,9.33,28,3,1,0,0,1,0,1,0.532,2214,2875,0.8044,0
GH02447,Volta,Maize,4.51,8,7,1,1,0,3,1,1,0.747,1515,1001,0.8208,1
GH02448,Brong-Ahafo,Maize,1.84,28,6,0,0,0,2,0,1,0.817,357,135,0.7175,1
GH02449,Volta,Yam,3.34,20,5,0,1,0,2,1,1,0.796,4254,4511,0.7331,1
GH02450,Northern,Yam,0.58,18,4,1,0,0,2,0,1,0.712,591,696,0.5229,1
GH02451,Brong-Ahafo,Cassava,10.66,12,5,0,0,0,0,1,1,0.831,4640,5653,0.5615,1
GH02452,Eastern,Cocoa,1.21,6,8,1,1,0,2,0,1,0.91,777,243,0.6633,1
GH02453,Brong-Ahafo,Maize,1.67,3,9,1,1,0,3,0,1,0.549,445,493,0.6167,1
GH02454,Upper East,Maize,0.5,13,7,1,0,0,0,1,1,0.494,152,100,0.4155,0
GH02455,Upper West,Maize,2.56,12,3,1,0,0,1,1,1,0.502,536,659,0.212,1
GH02456,Ashanti,Maize,0.84,11,7,0,0,1,0,0,1,0.669,188,215,0.4662,0
GH02457,Northern,Rice,1.96,29,4,1,0,1,2,0,1,0.635,1485,1457,0.5873,0
GH02458,Upper West,Rice,1.24,8,5,0,0,0,0,0,1,0.494,998,906,0.3509,0
GH02459,Western,Cassava,0.86,15,4,1,1,0,1,1,1,0.764,516,598,0.7899,0
GH02460,Northern,Yam,1.04,14,8,1,0,0,2,0,1,0.627,1105,407,0.6201,0
GH02461,Western,Cassava,2.13,6,7,1,1,0,0,0,0,0.712,1031,1339,0.6039,1
GH02462,Northern,Maize,0.74,9,6,0,0,0,2,0,0,0.576,215,116,0.1737,0
GH02463,Eastern,Cocoa,1.08,2,7,1,0,0,0,0,1,0.886,787,687,0.3598,1
GH02464,Volta,Yam,2.9,6,4,1,1,0,0,0,1,0.652,2776,2454,0.4875,1
GH02465,Greater Accra,Maize,11.27,12,5,1,1,0,1,0,0,0.879,3200,3944,0.6798,1
GH02466,Greater Accra,Maize,2.55,11,7,0,1,0,2,0,1,0.751,403,214,0.5426,0
GH02467,Greater Accra,Maize,0.96,16,7,0,0,0,2,1,0,0.837,316,208,0.6841,1
GH02468,Volta,Yam,1.41,40,8,1,1,0,1,0,0,0.662,1577,1728,0.7426,1
GH02469,Volta,Maize,1.86,30,4,0,0,0,0,0,0,0.766,671,534,0.2148,1
GH02470,Eastern,Maize,1.43,26,8,1,1,0,2,0,1,0.741,332,219,0.6686,0
GH02471,Central,Plantain,3.43,7,5,1,1,0,2,0,1,0.887,1926,2014,0.7733,1
GH02472,Greater Accra,Maize,2.12,12,7,1,1,0,0,1,1,0.771,364,147,0.6714,1
GH02473,Northern,Rice,3.44,18,5,1,1,0,2,0,0,0.679,1802,2248,0.6837,1
GH02474,Brong-Ahafo,Cassava,1.46,16,10,1,1,0,3,1,1,0.848,730,679,0.7473,1
GH02475,Upper West,Rice,4.61,17,4,0,0,0,0,1,1,0.62,3302,1807,0.5006,1
GH02476,Greater Accra,Cassava,1.62,3,7,1,1,0,0,0,1,0.827,1029,813,0.6132,0
GH02477,Central,Plantain,0.92,37,6,0,1,0,1,1,0,0.831,573,262,0.7611,1
GH02478,Ashanti,Cocoa,8.37,20,4,0,1,0,2,0,1,0.734,7422,7718,0.8659,1
GH02479,Brong-Ahafo,Yam,0.51,39,3,0,1,0,0,0,0,0.766,576,635,0.7484,1
GH02480,Western,Plantain,1.09,22,8,1,0,0,2,0,0,0.9,620,488,0.4523,0
GH02481,Central,Cassava,1.17,12,4,0,1,0,2,0,1,0.965,457,323,0.9149,1
GH02482,Brong-Ahafo,Rice,10.55,4,4,1,0,0,2,0,1,0.855,10938,10000,0.8206,1
GH02483,Greater Accra,Cassava,6.45,35,11,0,1,0,0,0,0,0.787,4234,4197,0.5507,1
GH02484,Central,Plantain,5.18,19,7,1,0,0,3,0,1,0.867,1890,2080,0.6075,0
GH02485,Ashanti,Cassava,1.45,16,4,1,0,0,2,0,0,0.804,833,377,0.6312,1
GH02486,Central,Maize,9.96,26,6,0,1,0,1,0,0,0.887,2462,2846,0.794,1
GH02487,Northern,Rice,2.36,16,6,0,1,0,3,0,0,0.578,2619,2183,0.7603,1
GH02488,Northern,Rice,3.61,31,8,1,1,0,3,0,0,0.705,2354,1742,0.7886,1
GH02489,Central,Maize,2.07,18,7,1,1,1,1,0,1,0.711,585,828,0.7364,0
GH02490,Eastern,Cassava,1.76,19,8,1,1,0,1,0,0,0.807,958,349,0.62,1
GH02491,Western,Cocoa,1.53,32,4,0,0,0,0,0,1,0.789,1068,571,0.6471,1
GH02492,Eastern,Cassava,1.57,19,7,1,0,0,3,0,0,0.658,1178,884,0.3613,0
GH02493,Brong-Ahafo,Rice,2.79,36,2,1,1,0,2,0,1,0.678,3024,2083,0.9177,1
GH02494,Brong-Ahafo,Cassava,2.36,14,3,1,1,1,1,0,0,0.759,833,760,0.6996,0
GH02495,Eastern,Cassava,1.78,15,7,1,1,0,2,0,0,0.929,1026,801,0.8281,1
GH02496,Upper West,Maize,5.24,37,2,1,0,0,2,0,0,0.503,1451,1808,0.7505,1
GH02497,Brong-Ahafo,Rice,0.3,19,6,0,0,0,1,0,1,0.702,284,347,0.8404,1
GH02498,Upper East,Yam,2.6,6,8,0,0,1,2,0,1,0.47,2732,3352,0.3792,0
GH02499,Ashanti,Maize,3.01,15,5,1,1,0,1,0,1,0.857,700,520,0.7403,1
GH02500,Eastern,Plantain,4.07,26,2,0,1,0,2,0,0,0.788,1626,1283,0.6355,1
GH02501,Upper West,Maize,1.74,40,7,1,1,0,0,1,0,0.563,444,517,0.7565,1
GH02502,Central,Plantain,2.11,13,10,1,1,0,2,0,1,0.822,1038,466,0.6686,1
GH02503,Northern,Rice,3.63,41,7,1,0,0,1,1,0,0.479,3054,4038,0.7816,1
GH02504,Brong-Ahafo,Rice,5.17,29,6,1,1,0,0,1,1,0.633,3710,3523,0.8935,1
GH02505,Upper West,Maize,1.48,36,4,0,1,0,0,1,0,0.514,551,726,0.5784,1
GH02506,Ashanti,Cassava,2.2,2,2,1,1,0,2,0,1,0.864,1279,1602,0.6709,0
GH02507,Volta,Yam,5.9,4,7,0,1,0,1,0,1,0.55,6987,5235,0.4786,0
GH02508,Brong-Ahafo,Cassava,0.41,8,4,0,0,0,2,0,0,0.823,209,100,0.3438,0
GH02509,Volta,Cassava,1.12,10,9,0,1,0,1,0,0,0.807,466,655,0.5843,0
GH02510,Central,Cassava,5.08,37,6,0,0,0,2,0,1,0.695,3138,2239,0.6484,0
GH02511,Upper East,Rice,3.91,24,6,0,0,1,2,0,1,0.56,2538,1900,0.673,1
GH02512,Central,Cassava,2.63,25,8,1,1,0,1,0,0,0.933,822,1143,0.8814,1
GH02513,Volta,Yam,1.33,11,8,1,1,0,0,1,0,0.664,1492,2090,0.7121,1
GH02514,Brong-Ahafo,Rice,0.98,13,7,1,1,0,1,0,0,0.706,674,415,0.7072,1
GH02515,Brong-Ahafo,Cassava,1.2,20,10,0,1,0,2,0,1,1.0,588,239,0.9093,1
GH02516,Greater Accra,Maize,5.38,33,12,1,1,0,2,1,0,0.841,1700,512,0.8824,0
GH02517,Ashanti,Maize,1.17,25,10,0,0,0,0,0,0,0.744,264,218,0.3217,1
GH02518,Brong-Ahafo,Maize,1.96,23,8,1,0,0,2,1,1,0.692,370,363,0.7026,0
GH02519,Western,Cassava,1.08,4,7,1,0,0,0,1,1,0.87,705,440,0.4075,1
GH02520,Western,Cocoa,3.29,41,7,1,1,0,1,0,0,0.915,2294,1403,0.8532,0
GH02521,Eastern,Cassava,1.25,28,3,0,1,1,2,0,1,0.643,821,598,0.6995,1
GH02522,Western,Plantain,1.7,20,4,1,1,0,1,0,1,0.671,964,594,0.6332,1
GH02523,Northern,Rice,0.56,10,2,1,0,0,2,0,1,0.555,513,682,0.3956,1
GH02524,Brong-Ahafo,Cassava,0.59,14,3,1,0,0,3,0,0,0.768,320,343,0.7306,1
GH02525,Upper East,Yam,1.83,3,5,1,0,0,0,0,1,0.591,1905,2466,0.3958,0
GH02526,Upper East,Rice,0.72,37,3,1,1,0,2,0,0,0.449,716,954,0.7577,1
GH02527,Western,Cassava,7.95,30,9,1,1,0,3,0,1,0.824,4854,3990,0.8799,0
GH02528,Brong-Ahafo,Cassava,0.43,12,8,1,1,0,0,0,1,0.774,199,174,0.7027,1
GH02529,Upper East,Maize,1.04,35,3,1,1,0,1,0,0,0.497,317,467,0.5954,1
GH02530,Ashanti,Cocoa,1.84,5,4,0,1,0,0,1,0,0.792,1137,1456,0.6758,0
GH02531,Ashanti,Plantain,1.41,5,8,0,1,1,2,0,1,0.767,666,837,0.6283,0
GH02532,Ashanti,Cocoa,0.84,2,8,1,1,0,2,0,0,0.872,660,660,0.6734,0
GH02533,Western,Cocoa,0.93,26,10,1,1,0,2,0,0,0.861,573,489,0.8436,1
GH02534,Upper West,Rice,0.91,27,13,1,0,0,2,0,0,0.519,759,1043,0.631,1
GH02535,Upper West,Yam,1.49,12,11,0,0,0,2,0,0,0.686,1616,2045,0.2677,0
GH02536,Northern,Yam,7.14,24,5,1,1,0,0,0,1,0.526,6709,6173,0.7538,1
GH02537,Central,Plantain,1.92,3,4,1,1,0,3,0,1,0.713,1107,691,0.7998,1
GH02538,Brong-Ahafo,Cassava,4.17,20,8,1,0,0,1,0,0,0.76,1997,952,0.5891,1
GH02539,Central,Cassava,2.6,30,5,1,1,0,0,0,1,0.82,1622,1562,0.8589,1
GH02540,Eastern,Cassava,3.97,41,8,1,1,0,3,0,0,0.821,2139,1402,0.8765,1
GH02541,Upper West,Yam,0.3,5,6,0,0,0,2,0,1,0.515,313,193,0.6024,0
GH02542,Northern,Yam,1.47,17,8,1,1,0,2,0,1,0.706,1215,519,0.8974,1
GH02543,Ashanti,Cocoa,4.55,38,4,1,1,0,0,1,1,0.972,3060,1045,0.8865,1
GH02544,Ashanti,Plantain,1.22,28,6,1,1,0,2,0,0,0.823,639,792,0.8912,1
GH02545,Ashanti,Maize,6.26,6,6,0,1,0,2,0,1,0.79,2093,899,0.7191,1
GH02546,Eastern,Cassava,5.15,16,10,1,1,0,2,1,1,0.646,2530,3457,0.7897,1
GH02547,Western,Cassava,1.31,24,4,1,1,0,3,0,0,0.805,828,461,0.8266,1
GH02548,Northern,Maize,1.28,4,10,0,1,0,1,0,0,0.559,302,366,0.346,0
GH02549,Upper West,Rice,0.9,19,8,0,0,0,2,0,1,0.541,778,1002,0.3868,0
GH02550,Greater Accra,Maize,1.17,27,7,1,1,0,2,0,1,0.762,292,365,0.6635,1
GH02551,Eastern,Cocoa,0.77,7,8,1,0,0,1,0,1,0.79,711,958,0.5662,1
GH02552,Ashanti,Maize,2.46,18,6,1,1,0,0,1,0,0.649,869,615,0.8218,1
GH02553,Volta,Maize,0.66,39,4,0,1,0,0,0,0,0.691,194,288,0.7059,1
GH02554,Upper West,Yam,2.78,28,4,1,1,0,2,0,0,0.527,2502,1590,0.7136,1
GH02555,Brong-Ahafo,Rice,2.83,21,9,1,0,0,1,1,0,0.813,1597,2270,0.8402,1
GH02556,Northern,Yam,0.57,7,7,1,0,0,0,1,0,0.661,618,510,0.7708,1
GH02557,Greater Accra,Cassava,5.39,36,4,1,1,0,1,0,1,0.892,2947,1085,0.8915,1
GH02558,Northern,Yam,2.61,13,6,1,1,0,1,0,1,0.713,3082,3828,0.8546,1
GH02559,Western,Cocoa,3.08,4,5,0,0,0,0,0,0,0.794,1536,1912,0.4204,1
GH02560,Northern,Rice,1.07,5,4,1,0,0,0,0,0,0.657,891,478,0.4126,1
GH02561,Northern,Rice,2.82,5,6,0,0,0,3,0,0,0.721,2480,3195,0.5158,0
GH02562,Ashanti,Plantain,4.01,5,4,1,1,0,0,0,0,0.753,1656,810,0.6308,1
GH02563,Ashanti,Maize,1.7,40,3,0,0,0,2,0,1,0.603,483,233,0.2581,1
GH02564,Brong-Ahafo,Yam,7.4,22,6,0,1,1,2,0,1,0.695,6375,8101,0.7513,1
GH02565,Ashanti,Cocoa,1.88,3,6,1,1,0,2,1,0,0.912,1108,718,0.5717,1
GH02566,Upper West,Rice,4.05,17,2,1,0,0,1,1,1,0.534,2932,1150,0.5936,1
GH02567,Upper East,Maize,2.24,8,5,1,0,0,3,0,1,0.528,589,853,0.4343,1
